id,recipename_id,NumStep,StepDesc
954,203,1,"Open can and strain over a bowl, reserving oil."
955,203,2,"In small bowl, break tuna into 1/2"" chuncks, do not mash, you want the full chunks."
956,203,3,"Mix all the other ingredients with the tuna, taste for salt, pile high on a good Portuguese roll or sliced semolina."
957,203,4,Enjoy.
958,204,1,"I know, I know, the purists are shaking fingers at me and saying that whole wheat pizza crust is boring; and, yes, I occasionally use a store-bought crust, but a little olive oil, salt and red pepper flakes brighten the whole-wheat crust"
959,204,2,Preheat oven to 375 degrees.
960,204,3,"Using a seasoned pizza pan, sprinkle cornmeal on the pan to prevent crust from sticking.
Place rolled-out, whole-wheat crust on pan. Lightly brush crust with olive oil and sprinkle with salt and pepper flakes."
961,204,4,"Top pizza crust with cream cheese spread, followed by tomatoes, and Jack cheese."
962,204,5,"In a medium bowl, whisk barbecue sauce and sour cream until blended. Add chicken and coat chicken with sauce."
963,204,6,"Spread chicken on pizza, topping with basil and mozzarella cheese."
964,204,7,"Bake for approximately 19-22 minutes (depends on your oven), until cheese is bubbling and lightly browned."
965,204,8,"Remove from oven, cool slightly, cut into six pieces, and enjoy!"
966,204,9,"Note: My oven works best at 375 degrees for pizza, but many cooks use a much hotter temperature setting."
967,205,1,"Saute onion and fennel in a pan large enough to hold pasta. Cook for about 5 minutes, add garlic, salt and pepper. Continue to cook until soft. Add wine and continue cooking.
Add anchovies and sardines, breaking them up with wooden spoon. Add currants, pine nuts, fennel seeds and pepper flakes. Continue on very low flame."
968,205,2,Boil pasta til al dente and add to sardine mixture. Add some of the pasta cooking water to create sauce if too dry. You can also add more olive oil and serve with reserved chopped fronds.
969,206,1,"Fill large saucepan with water and bring to a boil over high heat. When water is at a brisk boil, turn heat down a bit and salt the water, a teaspoon at a time, until the water has a mild, salty taste. While water is coming to a boil, remove core from cabbage and slice into 2-3 wedges. After water is salted, add cabbage wedges to boiling water, cover pot and blanche for 3 minutes. Remove cabbage wedges from pot and add to large bowl filled with a mixture of ice water and ice. Reserve blanching water. When cabbage has cooled, remove from ice and ice water mixture, dry thoroughly with some tea towels, and cut into 1 inch pieces."
970,206,2,"Bring blanching water back to a boil. Preheat oven to 325 degrees. After cabbage has cooled, add 1 ounce butter and 1 1/2 tablespoons olive oil to large skillet. Turn heat on to medium low. When oil is warm, butter has melted and is a lovely golden color and you can smell its fragrance, add cabbage slices to pan in single layer, if possible. Cabbage may splatter if it is still slightly wet. If that happens, turn heat down a bit. Let cabbage cook for about five minutes without disturbing until underside is caramelized. Watch it carefully because you don't want it to burn. It should be a lovely golden color, not blackened. When cabbage has caramelized on one side, carefully turn pieces over and continue to cook. You may have to adjust the heat, if necessary. You don't want the pieces to cook too quickly. Aim for about five minutes per side."
971,206,3,"While cabbage is cooking, add walnuts to a pie pan and place in preheated oven. After about five minutes, check on nuts. If they are starting to smell fragrant and are a beautiful golden color, remove from heat. Otherwise, give them another minute or two to finish toasting. Remove from heat. Crumble nuts if pieces look too large. Add remaining 1/2 tablespoon (you may need less) olive oil to nuts, just to very lightly moisten them. Sprinkle with sea salt and reserve."
972,206,4,"After the cabbage has been cooking for about five minutes, start cooking your pasta. When blanching water has come to a rolling boil, add pasta. Keep water at a steady boil, adjusting heat if necessary. Give pasta a good stir with a ladle to make sure pasta is not sticking together."
973,206,5,"Check on cabbage. Once cabbage is caramelized on all sides and is a lovely golden color, add garlic to pan. When you can smell garlic cooking (after about 1 minute), add thyme sprig and chopped sage leaves to pan. Add a ladleful or two of pasta water to pan, lower heat and keep at a simmer while pasta finishes cooking and while you prepare the brown butter."
974,206,6,"Add three ounces of butter to small skillet. Turn heat on burner to mediium. Once butter has melted and is a lovely golden color, add ten whole sage leaves to pan. Turn heat down to medium-low. Stir butter frequently, spooning butter over sage leaves. Watch carefully, you don't want the sage leaves (or the butter) to burn. After about five minutes, when sage leaves are a slightly darker green and are no longer limp, remove from butter with slotted spoon. They should have a nice crisp texture. If not, return to butter to continue cooking for another minute or two. When sage leaves have crisped, drain on paper-towl lined plate. Continue cooking butter until it is a lovely dark brown color, about another minute or two more. Remove butter from heat."
975,206,7,"When pasta is almost finished cooking and is still a bit al dente (taste it, if you are in doubt), fish pasta out of saucepan with a spider and add pasta to cabbage mixture in skillet. If there is not much liquid in the pan, add a few more ladlefuls of the cooking liquid. Raise heat to medium, and stir pasta and cabbage together so that the cabbage sauce coats the pasta. Cook for another minute or two until pasta is completely cooked and cabbage sauce has slightly thickened. Remove from heat. Taste and add more salt if necessary. Put a generous amount of pasta and cabbage on each plate or in pasta bowls. Add a generous spoonful of brown butter to each serving of pasta and gently mix with tongs. Add a shower of salted walnuts, top with two crispy sage leaves, and shred Parmesan cheese over top of pasta. Spoon a little more brown butter over all."
976,206,8,"Dinner is ready! Serve with extra cheese at the table, some nice crusty bread and a dry white wine."
977,207,1,"Using a large wooden or stone cutting board, form all the flour into a volcano like shape in the center. Make a space or “well” in the center of the flour."
978,207,2,Add the yeast and warm water in the center and mix with a fork until yeast begins to foam a bit. Start forming the dough by mixing the flour with the liquid with your hands or a fork; mix in the salt during this process and continue mixing for about 15 to 20 minutes until a soft dough forms.
979,207,3,Lightly add flour as needed and form the dough into a soft round. Lightly oil a large deep bowl and place the dough in and cover with a clean tea towel and set aside to proof (rise) for at least three hours.
980,207,4,"Once the dough has risen remove from the bowl and on the board, dust lightly with flour and knead the dough for about 5 minutes or so until soft and smooth. Let this rest for 10 minutes, covered."
981,207,5,"At the finish of the second proof (rise), make a rectangular form of the dough and make it round by rolling it onto itself with the edge on the side of the form."
982,207,6,Place on a well greased large baking sheet; using a serrated knife cut slits or the custom cross shape from end to end then dust the top liberally with flour and set aside to rest for a minute or two; covered
983,207,7,Place the rested dough into a pre-heated 480 degree oven on the center rack and bake for approximately 40 minutes
984,207,8,"Do not open the door as the heat needs to remain consistent and the aroma will draw you back often, but don’t be tempted"
985,207,9,"This is wonderful for morning breakfast (colazione) with butter, honey or marmalade as well as for all other meals."
986,208,1,"In a mixing bowl, combine ground turkey meat, bread crumbs, egg whites, 1 clove garlic, oregano, parsley, 3/4 teaspoon kosher salt, and 1/4 teaspoon pepper. Form into 1-inch meatballs, place on a baking sheet, and refrigerate."
987,208,2,Preheat oven to 375 degrees F.
988,208,3,"In a Dutch oven, heat oil over medium-high heat. Add onions and garlic, saute for 5 minutes. Add celery and carrot and saute 5 more minutes. Add stock and 1 teaspoon salt. Turn heat to high. Once boiling, add kale and escarole. Turn heat back down to medium-low, cover Dutch oven, and simmer 15 minutes."
989,208,4,"In the meantime, place meatballs in oven and bake 12 minutes. When finished, add meatballs to soup and cook an additional 5 minutes. Salt and pepper to taste. Serve with Parmesan sprinkled on top."
990,209,1,"Be sure to chop and prepare all ingredients before you start to cook. Remove the cauliflower stalk and separate the head into bite-sized florets: pick apart the cauliflower with your hands to help it along, and finally, give it a quick rough chop to achieve a uniform size so the cauliflower cooks evenly."
991,209,2,"Boil water in a medium sauce pan with a good amount of salt. Add cauliflower florets and cook them several minutes until they are tender but not mushy. About 4 minutes should do it. The final texture is really up to you. I generally enjoy my veggies more al dente than the next guy. Once finished, drain the cauliflower through a colander set atop or inside a large heatproof bowl. You'll want to reserve all of your boiling liquid. Set cauliflower florets aside and return liquid to the sauce pan or larger pan to boil your pasta. Add extra water if needed. Return liquid to a boil and cook your pasta shells as directed on the box. Remember, al dente is always best!"
992,209,3,"While the pasta is cooking, set a large skillet over a medium-low flame. Pour in about 2 tablespoons of olive oil, the garlic, and the crushed red pepper. Take care not to burn the red pepper or garlic, and stir everything occasionally until the garlic becomes slightly golden. Next, add the anchovies. Allow them to melt into the oil. This should take 3 to 4 minutes. Feel free to stir a bit to help them along. Once the anchovies have dissolved, add the drained cauliflower florets into the skillet. Toss everything to combine. Lower the flame to the lowest possible setting while your pasta finishes cooking."
993,209,4,"Once the pasta is ready, drain it in a colander, reserving about a 1/2 cup of pasta water. Pour drained pasta into the cauliflower skillet and toss. Add a couple of tablespoons of pasta water and turn the flame back up to medium. Cook a bit longer until the liquid boils away and thickens. Stir in parsley (and breadcrumbs, if using) and toss. Turn off the flame. Season carefully with salt (remember that anchovies are salty already) and liberally with black pepper. Drizzle with good quality olive oil. Lastly, feel free to add additional crushed red pepper if you like. Serve and enjoy!"
994,210,1,"To prepare the pasta dough, combine the flour, eggs and a pinch of salt in a food processor and mix until it just comes together into a dry dough. Depending on the size of your eggs, you may need to add a drizzle of water to allow the dough to form, or use a sprinkle more flour if it's too sticky."
995,210,2,Set a pot of salted water to boil. Roll out the dough with a pasta machine and cut into fettucini.
996,210,3,"Heat a small cast iron skillet over medium high heat and roast the garlic cloves, turning, until their skin is charred on several sides and the insides are soft and fragrant. When they have cooled slightly, remove the skins and transfer them to a large serving bowl.  Cover the garlic with the olive oil and a generous sprinkle of salt and mash into a paste with a fork."
997,210,4,"Roast the poblano peppers over an open flame, turning regularly with tongs until the thin outer skin is blistered and charred. Remove the peppers to a bowl, cover with a plate, and allow the skins to steam off. After about ten minutes, peel off the skins (it's okay if a few specs of charred skins remain). Cut off the stems, slice open the peppers, and remove the seeds but don't scrape away too much of the juices. Chop the roasted flesh finely. Transfer the chopped poblanos to the serving bowl and toss them in the garlicy olive oil."
998,210,5,"On a large cutting board, core the tomatoes and chop them into a small dice. Chop the parsley and basil leaves finely. Remove the marjoram leaves from the stems. Mix the tomatoes and herbs together loosely and sprinkle with a pinch of salt and a few grinds of black pepper."
999,210,6,"Cook the fresh pasta in rapidly boiling water until it is al dente, about two minutes."
1000,210,7,Drain the pasta and toss it in the garlic- and pepper-infused olive oil to coat. Toss in the fresh tomatoes and herbs. Taste and add more olive oil and salt if needed. Serve immediately with plenty of freshly grated parmesan cheese.
1001,211,1,lightly brown the pancetta and drain off the oil.
1002,211,2,boil the pasta until al dente.
1003,211,3,"slice the chanterelle into thin bite-size slices and add to the pancetta, along with the shallots.  let the chanterelle juices release."
1004,211,4,Add cream.  let the cream reduce to about half.  You can add a bit of stock here to thin out the sauce.
1005,211,5,Add cooked peas and turn off the heat.
1006,211,6,toss the farfalle with butter; and place on two plates.  Add the chanterelle sauce on top.
1007,211,7,"top with pecorino, salt and pepper to taste."
1008,212,1,Melt 2 tablespoons butter in heavy large saucepan over medium heat.
1009,212,2,"Add leeks; cover and cook until leeks are very tender, stirring occasionally (10-15 minutes)."
1010,212,3,Add lemon juice and stir for a minute.
1011,212,4,Add cream and simmer until thick enough to coat the back of a spoon (about 10 minutes).
1012,212,5,Salt and pepper to taste. Stir in basil just before serving.
1013,212,6,Preheat grill to 400 degrees. Begin heating salted water for pasta.
1014,212,7,Place 5 shrimp on each skewer and season with lemon pepper seasoning and salt and pepper as desired.
1015,212,8,"Prepare sauce as listed above. When it reaches the cream stage, add pasta to water and cook until al dente."
1016,212,9,"Also while sauce is thickening, boil peas in a small pot until cooked through. Drain and set aside."
1017,212,10,Grill shrimp skewers for 3 minutes per side.
1018,212,11,Toss pasta and peas with sauce. Top with shrimp and garnish with crumbled bacon.
1019,213,1,Cut bacon into ¼ inch pieces and render over medium low heat until fairly crispy.  Drain bacon on paper towels and set aside.
1020,213,2,"While the bacon is cooking, prepare the pasta as directed on the package.  You can use any type of pasta, but you want something that will catch some of the bacon in “pockets”.  For this reason, my favorites to use are orecchiette or farfalle pasta, although in this case, I used penne, which also worked just fine."
1021,213,3,"After you drain the pasta, toss it with 1 Tbls of olive oil to keep the pasta from sticking together and let the pasta cool for at least 20 minutes."
1022,213,4,"Toss the pasta, bacon, tomatoes, mayonnaise, lemon juice, and lemon zest together and fold in the fresh spinach.  Season with salt and pepper.  Chill and serve."
1023,214,1,In a large mixing bowl combine the flour and semolina.
1024,214,2,"Add the rest of the ingredients into a blender and blend quickly to combine. You don't want it to emulsify, but the nettles should be well incorporated."
1025,214,3,Add the mixture from the blender to the bowl and stir well to combine.
1026,214,4,"Once the dough has begun to come together, find a clean surface and dust with flour. Knead the dough by hand for 5 minutes to develop the gluten, adding more water or flour as needed."
1027,214,5,"Wrap in plastic or place in a ziplock bag and chill for at least 30 minutes before rolling out. Roll out to whatever size or shape you like, either by hand or according to your pasta machine's directions."
1028,215,1,"Make the vinaigrette. Add olives, shallots, parsley, and anchovy to blender. Zest the Meyer lemons or regular lemons and add zest to the blender. (You should have about 2 teaspoons zest.) Cut the lemons in half and juice them. If using a Meyer lemon, you should have about 4 tablespoons juice; if using a regular lemon, add only 2 tablespoons juice. Add about 1 tablespoon olive oil to blender, put cover on, and blend until ingredients are pureed. Drizzle the rest of the oil into the blender with the motor running. Taste and see if it needs salt or pepper. (Vinaigrette will keep for a couple of days in the refrigerator.)"
1029,215,2,"Roast the peppers: Preheat oven to 475 degrees. Line a baking sheet with heavy duty aluminum foil. Place peppers on foil and put baking sheet in the oven. Roast peppers and keep checking on them, turning them occasionally, until all surfaces are blackened. This will take about 10-15 minutes. Remove from oven and place peppers in a bowl. Cover securely with plastic wrap until peppers are cool enough to handle (about 20 minutes). Take off plastic wrap, remove stems and seeds, and peel peppers. Chop into thin strips and set aside."
1030,215,3,"Cook the rice: In a large saucepan, add water, onion, 1 tablespoon salt, parsley sprigs, and rice. Bring to a boil, then immediately turn down the heat until water is at a lively simmer. Cook uncovered for about fifteen minutes. Taste a kernel. Rice should taste tender but firm and not mushy. Remove from heat, and drain rice. Spread rice out on baking sheet to cool."
1031,215,4,Make radicchio: Set oven on broil setting. Core radicchio and slice into fourths. Coat with 1 tablespoon olive oil and salt and pepper. Place cut side down on small baking sheet. Broil for five minutes. Immediately turn heat down to 400 degrees and continue roasting for another 10 minutes.  Radicchio will be darkened and look crispy. Remove from oven and let cool for about five minutes. Smear 1 teaspoon of olive vinaigrette on each wedge of radicchio. Cut into thick strips and set aside.
1032,215,5,"Assemble the salad: Put rice in large serving dish or platter. Add roasted peppers, radicchio, olives, parsley, and grape tomatoes. Mix gently to combine. Add vinaigrette to salad, a tablespoon at a time until grains of rice and vegetable are coated with vinaigrette. You don't want the vinaigrette pooling at the bottom of the dish, so be careful not to add too much. Taste and see if it is to your liking. Add freshly ground pepper and salt, if needed. Top with diced cheese and enjoy! (Salad can sit dressed for about a half an hour before serving, if needed.)"
1033,216,1,Preheat oven to 350 degrees.
1034,216,2,"Cream together butter and sugar using a mixer fitted with the paddle.  When light and fluffy, it’s safe to add the eggs."
1035,216,3,"Crack the eggs into a liquid measuring cup.  It makes adding the eggs one at a time easy.  With the mixer running on low speed, tip one egg at a time into the bowl and allow it to be fully incorporated before adding the next.  Adding the eggs this way emulsifies the water in the whites into the butter and egg yolks, and keeps your cake nicely tender.  After the eggs have both been incorporated, stop the mixer and scrape all around the sides and bottom of the bowl.  Mix again to incorporate everything."
1036,216,4,"Remove the bowl from the mixer and set a sieve over it.  Measure the flour, polenta, baking powder, salt, and baking soda into it.  Sift the dry ingredients into the bowl.  If all the polenta won’t pass through, sift everything else, being sure to push any lumps through with your fingers, then dump the polenta in last.  Add the milk, lemon zest and juice, and thyme.  Mix on low speed just until all ingredients are incorporated."
1037,216,5,"Brush the edges of an 8″ or 9″ cake pan with the melted butter.  Place a circle of parchment in the bottom.  Scrape in the batter – it will be thick, and that’s fine – then level it evenly."
1038,216,6,"Bake for 25-30 minutes, until cake is golden brown and springy when you tap the center with your fingers.  Let the cake cool for 15 minutes before your depan it.  It’s lovely served warm with afternoon tea.  Or with breakfast!"
1039,217,1,"In a large bowl, hand mix toasted almonds, sugars, cinnamon, baking powder, and flour."
1040,217,2,"In a small bowl, whisk eggs. Add the vanilla and orange zest and whisk until well blended. Add to the flour mixture. Work the batter together with lightly floured hands. The mixture will be sticky, but persevere. Keep squeezing the batter with your hands, until a dough starts to form. Once the dough is firm, form a ball. Divide the ball into four equal pieces."
1041,217,3,"On a lightly floured surface place one piece of dough, and using your hands, roll into a log shape that is approximately 8 inches long, 2 inches wide, and 3/4 of an inch high. Repeat with remaining three pieces of dough. Place two logs per baking sheet."
1042,217,4,"Bake for 40 minutes, or until the tops of the loaves are shiny and deep golden. Cool on a rack for about 20 minutes before slicing. Place a loaf on a cutting board, and using a large serrated knife, slice cookies 3/4 of an inch thick on the diagonal. If the cookie is crumbling, then let it cool a few more minutes. Don't let it rest too long, however, or they could become too hard to slice. Place slices on their sides back on to the baking sheets; place in the still warm oven with the temperature off and the door closed for 30-60 minutes. The longer they stay in the oven, the harder they will become. Remove from oven and cool completely before storing in an air-tight container, preferably a tin, which helps keep them crisp. Stored properly, biscotti will last up to a month."
1043,218,1,Preheat the oven to 375-400 degrees (depending on your oven). Place the dough in a buttered pie dish.
1044,218,2,"In a bowl combine the plums, lemon juice, sugar and cinnamon and combine for 5 to 10 minutes. Arrange the plums on top of the dough and put in the oven for 15 to 20 minutes."
1045,218,3,"While the plums are baking, whisk the egg, the cream, the sugar and the vanilla in a bowl until combined and pale yellow."
1046,218,4,"Take the pie out of the oven and pour the egg and cream mixture on top of the plums. Place in the oven and bake for another 20 to 25 minutes, until the cream mixture has set and the fruit is bubbling. Let rest for a few hours or over night."
1047,219,1,"Bring a large saucepan of salted water to a boil. Boil broccoli rabe for 1 ½-2 minutes; remove and plunge into a bowl of ice water. Shocking the rabe will maintain its vivid green color and stop it from cooking. Using the same pan, bring the water to a boil again, and add the pasta. Cook until al dente."
1048,219,2,Place the raisins in a small bowl and cover with some dry white wine. Let them soak about 10 minutes to become infused with the flavor of the wine.
1049,219,3,"In a small, dry skillet over medium heat add the pine nuts and breadcrumbs. Shake pan in a back-and-forth motion until they are are golden and aromatic, about 1-2 minutes. Remove from heat and set aside."
1050,219,4,"In a large skillet over medium heat, warm 2 tablespoons olive oil. Add garlic and shallots, sauteing 2-3 minutes, or until lightly browned. Drain the broccoli rabe, pat dry, and add to the skillet."
1051,219,5,"Drain the sardines. Using a fork, break sardines into small pieces and add to the skillet. Add the drained raisins, olives, lemon juice, lemon zest, crushed red pepper, and salt. Sauté 1-2 minutes more. Remove from heat."
1052,219,6,Add cooked pasta to the skillet with the broccoli rabe mixture. Add toasted bread crumb mixture and fresh parsley and toss. Drizzle with quality extra virgin olive oil before serving.
1053,220,1,line a cookie sheet with aluminum foil.
1054,220,2,Spray with non stick spray. This will make clean up so easy for you.
1055,220,3,"Open up the tube of french bread,  it has a seam.  Pat and stretch to 9x13 inches."
1056,220,4,"Layer the filling in this order: mortadella, pepperoni, green pepper, motzarella cheese, red pepper, pizza sauce, salami. But do not layer over whole dough. Only layer over half of the dough. When you have layered, fold the plain side over the filled side, and press to close"
1057,220,5,"Now for the topping. Mix together the olive oil, garlic powder, parsley, salt and pepper. Cut 6 slits on the top of sandwich, and brush with olive oil mixture. Sprinkle with the asaigo cheese."
1058,220,6,"Bake in a 350 degree oven for 30 minutes, or until golden brown Heat the remainder of the pizza sauce in the microwave for a minute to use for dipping."
1059,221,1,Bring a large pot of water to a boil with 2 tablespoons kosher salt.
1060,221,2,Slice the stems off the dandelion greens until only about 1/2 inch remains.
1061,221,3,"Heat the oil and garlic in a sauté pan until the garlic becomes fragrant and starts to sizzle, but not turn brown. Toss in the dandelion greens and move them around in the pan. Cook partially covered until the greens are wilted and softened, about 5 minutes."
1062,221,4,"Meanwhile, cook the pasta until al dente -- it will take a bit longer to cook than spaghetti or other thin pasta shapes. Just before draining, scoop out 1/3 cup of the pasta water and whisk into the eggs."
1063,221,5,"Add the drained pasta to the sauté pan off the heat; drizzle in the eggs and chili and toss everything together. Taste for seasoning and add more salt, if needed."
1064,221,6,Stir the Pecorino and bread crumbs together in a little bowl; sprinkle over the pasta and serve.
1065,222,1,"Rinse beans, sort out any pebbles or dead-looking beans, and soak overnight, at least 6 hours. Drain and rinse."
1066,222,2,"In heavy bottom skillet or pot crisp bacon. (If you want to use just one pot, cook the bacon in the same pot you plan to use for the beans. If you want the cooking process to go quicker, use a skillet for this step and begin cooking the beans simultaneously, according to instructions in step 3). Drain on separate plate and pour off all but 1 Tablespoon of the bacon grease. In the grease, sweat onions for 2-3 minutes until translucent. Drain most of the liquid off the tomatoes and add to skillet, stirring just until slightly softened. Remove from heat and set aside."
1067,222,3,"Meanwhile, add 8 cups (or enough to cover beans by 1 inch) lukewarm water to beans in a large pot along with whole, peeled garlic cloves, thyme, and peppercorns. Bring to a boil, then reduce to simmer and cook for 20-40 minutes. Check frequently, tasting at least 5-6 beans at a time, as they may not all cook evenly. When beans are al dente (I call this “edible, but not soft enough yet”), add tomato and onion mixture, along with bacon, to the bean pot. Return to simmer. When beans are cooked through but still solid (skins not bursting), remove from heat and discard thyme sprigs, garlic cloves, and any peppercorns you can reach. (It’s okay to leave them in if you don’t mind biting down on pepper every now and then--they soften enough in the pot to be edible, but they are still a little spicy). Stir in 3 Tablespoons chopped parsley."
1068,222,4,Assemble bowls by placing 1 cup of chopped Swiss chard in the bottom of each bowl and topping with beans. Squeeze lemon over beans and sprinkle with remaining chopped parsley and/or parmesan cheese and olive oil.
1069,223,1,~Firstly get a pot of water going for your pasta. When boiling add pasta and follow package requirements.
1070,223,2,"~ In a large bowl, add mustard, very finely chopped garlic, salt and pepper, then slowly whisk in your olive oil. Taste as you go. I prefer things a little more on the acidic side."
1071,223,3,"~ Heat grill pan and add asparagus, drizzle with a little olive, salt and pepper."
1072,223,4,~ I cut my cherry tomatoes in half and also placed them in the grill pan. They became caramelized and sweet.
1073,223,5,"~ After the asparagus is done, chop into bite size pieces and put them in the bowl with the vinaigrette."
1074,223,6,"~ When pasta is finished drain, and let cool down a bit."
1075,223,7,"~ I then add the pasta to the bowl full of dressing and vegetables and toss. I place in the fridge for 15 min. Just to let the flavors sit and things to cool a little bit. I will say I don't like it cold, I prefer it room temperature. I then at the end throw some fresh basil in. I did that because basil browns quickly and you want that fresh flavor."
1076,223,8,~ I like to serve my pasta salad over a bed of greens. So I had some arugula I put into the bottom of the bowl. Added the pasta salad on top. Then shaved some Parmesan on top. You can use any cheese. Feta is also great. I had some delicious avocados around so I just sliced it on top. This dish is super versatile and easy to make.
1077,224,1,"To make the dressing, whir together in a blender at slow speed the olive oil, white wine vinegar, Spanish olives brine, kosher salt, cracked black pepper, green onions and parmesan cheese.  The dressing should be slightly less thick than mayonnaise.  Place dressing in jar to chill."
1078,224,2,"While salad dressing is chilling, prepare the Italian spiral pasta according to directions on package for al dente.  Drain pasta in colander and rinse several times with ice water.  Let pasta drain while preparing the fresh mozzarela with herbs, and while the vegetables are being prepped."
1079,224,3,"Clean and seed and chop the peppers, the onion, the zucchinis, and the garlic.  Slice the cherry tomatoes in half lengthwise."
1080,224,4,"Mince the fresh basil and the oregano.  Cut the mozzarella into 1/4 inch cubes, and then roll the mozzarella around lightly into the freshly cut basil and oregano, collecting as much of the fresh herbs as possible into the cheese pieces."
1081,224,5,"Place the cooled and drained pasta into a large salad bowl and carefully stir in the prepped vegetables.  When vegetables are well distributed, sprinkle the top of the salad with the herbed mozzarella pieces.  Distribute the olive slices over the cheese pieces, and then sprinkle with the balsamic vinegar according to taste. Toss all ingredients gently until all ingredients are well distributed.  Cover the bowl and chill one hour before serving."
1082,225,1,Put the Brie in the freezer for about 20 minutes to firm up a little. This will make it easier to cut when the time comes.
1083,225,2,Roughly chop the tomatoes and put them in a large serving bowl. Finely chop the garlic and add it to the bowl. Chiffonade or roughly chop the basil and add that to the bowl too. Pour in the olive oil and add a generous amount of salt and pepper. Gently stir everything together.
1084,225,3,"Once the Brie is firm enough, cut it into 1/2-inch cubes and add these to the bowl. Gently fold to combine the cheese with the rest of the ingredients. Cover the bowl and let it sit at room temperature for at least 2, and up to 8, hours -- the longer the better."
1085,225,4,"When you are ready to eat, bring a large pot of heavily salted water to a boil and cook the pasta until just al dente. Strain it and tip it into the bowl with the sauce. Fold everything together until it is well combined, the Brie has begun to melt, and the pasta is slicked with cheese and tomato goodness. Serve immediately with a big green salad."
1086,226,1,"In a baking dish, fashion the ricotta cake on the bottom and a mound of the ice cream on top. Store in the freezer."
1087,226,2,"Preheat oven to 500 degrees. Whip the egg whites with a mixer. Slowly add the sugar, salt and almond flavoring. Continue beating until you have stiff peaks."
1088,226,3,Take out the baking dish from the freezer. Mound up the meringue on top. Using a spoon sculpt a pattern wavelets on top if you like.
1089,226,4,Pop into the oven and watch like a hawk for about 5 minutes until the peaks are golden brown. Serve immediately: Have at it!
1090,227,1,"With a mixer and the paddle attachment, mix  the butter sugar and flour"
1091,227,2,add the egg yolk and mix till combined
1092,227,3,add just enough of the 1/4 cup of water for the dough to come together
1093,227,4,"roll out the dough to 1/2 in thick, place in tart pan"
1094,227,5,prick dough with fork and place in oven 350 degreees for 15 min and 325 for 7 min
1095,227,6,In a mixer with the whisk attachment add a bit of the heavy cream and ricotta and stir to combine
1096,227,7,Add honey and increase speed to medium high
1097,227,8,Add the rest of the heavy cream and whip till like a whip cream approximately 3-5 minutes
1098,227,9,Add 1/2 tsp cinnamon
1099,227,10,Place cream on cooled shortbread crust
1100,227,11,Remove rind of orange by cutting it off and removing the pith. Cut into slices horizontally
1101,227,12,Remove rind of pineapple and cut into slices
1102,227,13,Place fruit on tart by alternating layers of pineapple and orange
1103,227,14,Mix together honey and apricot jam and water and place in microwave for 15 seconds . Stir to combine and pour over the tart
1104,227,15,Serve and Enjoy
1105,228,1,"Prep your Mayo or Aioli using immersion blender (use commercial Mayo if your in a pinch). 
I put one whole egg into a jar and add 1/2 - 2/3 of a cup of canola oil, 1 tsp dijon, 1 tsp of sherry or other vinegar and salt to taste. place immersion blender on bottom of jar and pulse a few times, slowly lift blender while running to emmulsify remaining oil, add a tbsp of water to thin out if desired. Important Note: you can always add more oil after but if you begin with too much oil it will break."
1106,228,2,"Seed, finely chop and season tomatoes with salt and pepper."
1107,228,3,"Boil or grill your hot dogs (I prefer natural casing dogs for that nice snap), warm buns in toaster oven and assemble by toping your dog with 2-3 tbsp of chopped tomato, on top of that and to contain it a really thick schmear of Guac and finally a tablespoon or 2 of homemade mayo to top it off. Hope you enjoy."
1108,229,1,Warm the oven to 360 F.
1109,229,2,"Cook the cauliflower in boiling water for 7-10 minutes. 
In the same water cook the pasta just shy of al dente."
1110,229,3,"In the meantime put 2 tablespoons in skillet and sauté the onions with a bit of salt for 5 minutes or so. Wash the chard, discard the white stems and tear to medium pieces. Add to the skillet and sauté until wilted. Add the garlic, nut meg and some pepper. Sauté for 1 minute or so and take off the stove."
1111,229,4,"In a bowl mix the cream, eggs, cauliflower, pasta, chard mixture, teaspoon of salt and cayenne pepper. Finally add the gruyere and mix again."
1112,229,5,"Pour to a baking dish and scatter the parmesan cheese on top.
Bake for 40 minutes until golden brown on top."
1113,230,1,1.Preheat Oven at 450 degree F
1114,230,2,2.Mince Onion and sauté until brown. Let it cool.
1115,230,3,3.Break bread into pieces and soak them in milk
1116,230,4,"4.In a bowl, combine ground beef, onion, bread, 2 eggs, salt and pepper. Mix well and make 4 burgers."
1117,230,5,"5.Coat flour, beaten egg and panko in turn. Place each burger on the baking pan. Pour olive oil over burgers."
1118,230,6,6.Bake for 15-20 minutes.
1119,230,7,7.Sprinkle shredded mozzarella cheese and parsley flake.
1120,231,1,"In boiling, salted water, cook the pasta to al dente. Drain and set aside; do not rinse. (You can also cook the pasta while you make the sauce.)"
1121,231,2,"Set a large skillet (I used my 12-incher) over high heat. Add enough olive oil to lightly coat the bottom of the pan, turn the heat to medium-high, and add the onions. Saute the onions for a few minutes until soft and fragrant, but not browned. Add the garlic and saute for a few minutes more, until you can smell the garlic and it has turned golden."
1122,231,3,"Add the cauliflower to the pan and saute for 4-6 minutes, until it has acquired a bit of color and begun to release its water. Sprinkle the mixture with a pinch of salt and deglaze the pan with the red wine. Add the pepper flakes and continue to cook, stirring frequently, until the red wine is reduced to a syrupy glaze. Add the pasta to the skillet and cook for a minute or two, mixing it with the sauce and letting everything get to know each other."
